IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
7855,19196,2,1,,Associate,Insurance,I,Assistant Manager,Grad,Sociology,Ahmedabad,2018,Sociology,Ahmedabad,2017,,,,Kolkata,Kanpur,596184,N,A,2,0,2,0,745230
7856,31524,1,0,Sales,Business Analyst,Analytics,N,Consultant,Doctorate,Botony,Lucknow,2019,,,,,,,Mumbai,Jaipur,719292,N,B,2,0,0,0,899115
7857,49197,25,19,,Analyst,Insurance,G,Manager,Grad,Psychology,Mumbai,1988,Psychology,Mumbai,1990,Psychology,Surat,1995,Delhi,Kolkata,2653746,N,C,6,5,0,0,3051807
7858,22037,23,4,Marketing,Analyst,Insurance,F,HR,PG,Sociology,Guwahati,1997,Sociology,Guwahati,2018,,,,Mangalore,Surat,3446887,N,B,6,1,1,0,4480953
7859,51944,16,16,Marketing,Others,Retail,I,Marketing Manager,PG,Sociology,Pune,1996,Sociology,Pune,1998,Sociology,Ahmedabad,2004,Chennai,Guwahati,2739282,N,C,4,3,1,0,3276181
7860,45889,19,13,HR,Senior Researcher,Automobile,M,Research Scientist,Grad,Botony,Nagpur,2001,Botony,Nagpur,2009,,,,Chennai,Surat,2388537,N,B,2,2,0,0,2985671
7861,20566,0,0,NA,NA,NA,NA,NA,Under Grad,,,,,,,,,,Kanpur,Surat,0,N,NA,0,8,1,0,369649
7862,30107,19,8,Healthcare,Financial Analyst,Analytics,E,Consultant,PG,Chemistry,Pune,1993,Chemistry,Pune,1995,Others,Mumbai,2001,Bhubaneswar,Jaipur,3194885,Y,B,6,6,0,0,4217248
7863,33320,20,18,Banking,Project Manager,Automobile,F,,Under Grad,,,,,,,,,,Bhubaneswar,Pune,1954066,N,C,6,7,2,0,2247175
7864,33024,11,6,Top Management,Team Lead,Training,D,,PG,Arts,Kolkata,2009,,,,,,,Bangalore,Mumbai,1851509,N,Key_Performer,5,0,1,0,2406961
7865,43206,4,1,Education,Associate,Aviation,I,Marketing Manager,Doctorate,Zoology,Delhi,2009,Zoology,Delhi,2011,Zoology,Bhubaneswar,2016,Guwahati,Delhi,1096211,N,A,6,5,0,0,1539080
7866,14551,8,7,HR,Sales Execituve,FMCG,J,Product Manager,Under Grad,,,,,,,,,,Ahmedabad,Guwahati,608940,Y,C,5,6,0,0,728292
7867,15830,7,3,Banking,Business Analyst,Automobile,M,Others,Grad,Sociology,Kolkata,2013,,,,,,,Pune,Ahmedabad,1367735,N,B,2,0,0,0,1709668
7868,16043,2,2,Marketing,Bio statistician,Insurance,O,Data Analyst,Grad,Psychology,Bangalore,2012,Psychology,Bangalore,2014,Others,Mumbai,2018,Surat,Surat,492578,N,C,1,8,0,0,566464
7869,20113,3,1,Healthcare,Others,Insurance,K,Medical Officer,Doctorate,Sociology,Ahmedabad,2017,Sociology,Ahmedabad,2009,,,,Nagpur,Jaipur,1202418,N,D,2,2,0,0,1493403
7870,54671,12,4,Top Management,Project Manager,BFSI,M,Product Manager,PG,Zoology,Jaipur,1999,Zoology,Jaipur,2001,Zoology,Surat,2008,Chennai,Nagpur,1413800,N,D,3,3,1,0,1690904
7871,38803,7,7,Sales,Sales Execituve,Telecom,O,Assistant Manager,Under Grad,,,,,,,,,,Surat,Kolkata,1121623,Y,D,2,6,1,0,1341461
7872,20729,16,12,IT-Software,Sales Manager,Training,C,Sr.Manager,Grad,Chemistry,Guwahati,2004,Chemistry,Guwahati,2021,,,,Surat,Ahmedabad,2496388,N,Key_Performer,6,1,0,0,3120485
7873,55616,9,4,Top Management,Principal Analyst,BFSI,K,Consultant,Grad,Others,Jaipur,2003,Psychology,Jaipur,2005,Botony,Guwahati,2011,Kolkata,Pune,1066197,Y,A,5,4,0,0,1364732
7874,38841,15,1,Sales,Head,Aviation,H,,Doctorate,Zoology,Kolkata,1997,Zoology,Kolkata,1999,Zoology,Bangalore,2005,Bangalore,Mangalore,1607942,N,D,6,8,0,1,1997063
7875,20468,22,2,Top Management,CEO,Training,P,Manager,Doctorate,Botony,Surat,1991,Botony,Surat,1993,Botony,Jaipur,1998,Ahmedabad,Kolkata,3789827,N,B,4,4,0,0,5116266
7876,49485,17,4,HR,Others,Training,D,Software Developer,Doctorate,Engineering,Nagpur,1997,Engineering,Nagpur,1999,Engineering,Kolkata,2003,Nagpur,Guwahati,2265985,N,A,5,7,0,0,3059079
7877,35308,11,6,Marketing,Bio statistician,Insurance,B,Data Analyst,Doctorate,Botony,Jaipur,2001,Others,Jaipur,2003,Arts,Nagpur,2009,Bangalore,Kanpur,1745230,Y,Key_Performer,4,8,0,0,2443322
7878,31438,0,0,NA,NA,NA,NA,NA,Grad,Others,Delhi,2013,Economics,Delhi,2015,Mathematics,Delhi,2020,Surat,Ahmedabad,0,N,NA,0,5,0,0,500201
7879,53958,24,9,Healthcare,Bio statistician,IT,D,Assistant Manager,Doctorate,Sociology,Kolkata,1987,Others,Kolkata,1989,Arts,Mangalore,1996,Chennai,Ahmedabad,2753223,Y,Key_Performer,2,7,0,0,3854512
7880,53604,4,1,HR,Scientist,Automobile,A,Consultant,Grad,Engineering,Bhubaneswar,2008,Engineering,Bhubaneswar,2010,Engineering,Bhubaneswar,2016,Kolkata,Lucknow,665839,Y,Key_Performer,1,6,0,1,886364
7881,36341,25,22,,Others,Others,F,HR,Under Grad,,,,,,,,,,Nagpur,Jaipur,2790274,N,A,3,1,2,0,3487842
7882,50627,19,15,Analytics/BI,Bio statistician,Others,J,Others,Grad,Sociology,Lucknow,2001,,,,,,,Kanpur,Kolkata,2480944,N,Key_Performer,3,0,0,0,3101180
7883,40094,9,0,,Senior Researcher,Aviation,I,Research Analyst,PG,Psychology,Bhubaneswar,2011,Psychology,Bhubaneswar,2016,,,,Kanpur,Nagpur,1303729,N,B,5,0,0,0,1694847
7884,25136,7,7,Engineering,Scientist,Telecom,H,Assistant Manager,Doctorate,Zoology,Kolkata,2013,,,,,,,Kolkata,Nagpur,1476532,N,D,2,1,0,0,1833852
7885,32513,23,19,Sales,Sales Manager,Others,N,,Under Grad,,,,,,,,,,Delhi,Mumbai,1722357,N,B,2,7,4,0,2152946
7886,38888,17,13,Engineering,Analyst,IT,P,HR,Under Grad,,,,,,,,,,Nagpur,Pune,1491362,N,B,6,0,1,0,1864202
7887,28752,16,7,Analytics/BI,Senior Researcher,Aviation,H,Data Analyst,PG,Sociology,Ahmedabad,1996,Sociology,Ahmedabad,1998,Sociology,Pune,2004,Mangalore,Lucknow,3305699,N,B,6,5,1,0,4297408
7888,35176,2,1,HR,Financial Analyst,Analytics,K,,Grad,Arts,Mangalore,2011,Arts,Mangalore,2013,Arts,Mangalore,2018,Pune,Surat,515617,N,C,3,3,0,0,592959
7889,41479,8,0,IT-Software,Analyst,Aviation,L,Sr.Manager,Doctorate,Statistics,Bhubaneswar,2005,Statistics,Bhubaneswar,2007,Statistics,Lucknow,2012,Ahmedabad,Surat,1419978,Y,Key_Performer,3,7,0,0,2067487
7890,12897,21,11,Top Management,Others,BFSI,F,Sr.Manager,Doctorate,Economics,Bhubaneswar,1993,Economics,Bhubaneswar,1995,Economics,Lucknow,1999,Bangalore,Bhubaneswar,3129325,N,D,4,8,0,0,3886621
7891,32844,14,3,Engineering,Scientist,FMCG,G,Network Engineer,Doctorate,Economics,Guwahati,1997,Economics,Guwahati,1999,Economics,Nagpur,2006,Nagpur,Nagpur,1860508,Y,D,5,7,0,1,2396334
7892,51901,21,19,Accounts,CEO,Insurance,C,Consultant,PG,Economics,Jaipur,1992,Economics,Jaipur,1994,Economics,Jaipur,1999,Pune,Kolkata,1580488,Y,B,3,7,0,0,2086244
7893,52294,12,4,Engineering,Bio statistician,Telecom,P,Director,Under Grad,,,,,,,,,,Bangalore,Ahmedabad,1582828,Y,A,5,7,0,0,2057676
7894,55884,20,9,Engineering,Head,Retail,H,CA,Grad,Economics,Guwahati,1994,Others,Guwahati,1996,Psychology,Bhubaneswar,2000,Nagpur,Lucknow,2571293,Y,Key_Performer,5,5,0,0,3291255
7895,47134,20,18,Accounts,Scientist,BFSI,A,Assistant Manager,Doctorate,Engineering,Kolkata,1992,Engineering,Kolkata,1994,Engineering,Lucknow,2000,Ahmedabad,Lucknow,3183545,Y,B,4,5,0,0,4456963
7896,12313,3,0,Banking,Analyst,Automobile,G,Medical Officer,Doctorate,Botony,Mangalore,2008,Botony,Mangalore,2010,Others,Mangalore,2017,Delhi,Surat,1217297,N,A,2,4,0,0,1643350
7897,15816,12,2,IT-Software,Project Manager,Others,L,Data Analyst,Grad,Economics,Surat,2000,Economics,Surat,2002,Others,Nagpur,2008,Delhi,Lucknow,1925286,Y,D,5,4,3,0,2267216
7898,58152,16,11,Sales,Team Lead,FMCG,H,Others,PG,Arts,Kolkata,1998,Arts,Kolkata,2000,Arts,Lucknow,2004,Mangalore,Nagpur,2235720,N,B,6,4,1,0,2906436
7899,42457,10,3,HR,CEO,BFSI,K,Research Scientist,Grad,Zoology,Nagpur,2003,Zoology,Nagpur,2005,Zoology,Guwahati,2010,Nagpur,Mangalore,1971977,N,B,6,8,0,0,2464971
7900,16935,11,10,Banking,Head,Retail,J,Product Manager,Grad,Zoology,Kolkata,2003,Zoology,Kolkata,2005,Zoology,Pune,2009,Bhubaneswar,Ahmedabad,1924213,N,B,5,3,0,1,2405266
7901,54432,20,10,Education,Business Analyst,IT,L,Consultant,PG,Zoology,Delhi,2000,Zoology,Delhi,2015,,,,Ahmedabad,Surat,1847453,N,Key_Performer,4,0,0,0,2401688
7902,22939,19,10,,Analyst,Training,H,Research Analyst,PG,Arts,Mumbai,1995,Arts,Mumbai,1997,Arts,Mumbai,2001,Jaipur,Kolkata,3418054,N,B,2,7,0,0,4443470
7903,11192,14,4,Healthcare,Researcher,BFSI,P,,Under Grad,,,,,,,,,,Mangalore,Bhubaneswar,1211424,N,A,2,0,0,0,1514280
7904,54103,4,0,Education,Sales Execituve,IT,A,Assistant Manager,Under Grad,,,,,,,,,,Guwahati,Lucknow,557447,N,B,3,0,0,0,696808
7905,23035,11,5,Sales,Others,Training,J,Medical Officer,Under Grad,,,,,,,,,,Mangalore,Nagpur,1589783,N,B,6,4,1,0,1987228
7906,50415,8,6,Others,Senior Researcher,Insurance,C,Consultant,Grad,Psychology,Kolkata,2006,Psychology,Kolkata,2008,Others,Mumbai,2012,Lucknow,Delhi,953924,N,A,2,8,0,0,1240101
7907,37936,20,6,Analytics/BI,Others,Retail,D,Network Engineer,Doctorate,Others,Jaipur,2000,Sociology,Jaipur,2010,,,,Guwahati,Lucknow,2919915,Y,Key_Performer,2,2,0,0,4087881
7908,15348,19,11,Analytics/BI,Scientist,Insurance,N,Research Analyst,Doctorate,Engineering,Pune,1994,Engineering,Pune,1996,Engineering,Surat,2001,Nagpur,Kolkata,2696177,Y,Key_Performer,4,5,0,1,3774647
7909,28655,7,1,Healthcare,Financial Analyst,IT,F,Sr.Manager,Doctorate,Statistics,Guwahati,2004,Statistics,Guwahati,2006,Statistics,Lucknow,2013,Kolkata,Chennai,1473036,N,C,4,3,0,0,1829510
7910,17383,12,12,Top Management,Sr. Business Analyst,IT,B,Sr.Manager,Grad,Chemistry,Kolkata,2008,Chemistry,Kolkata,2012,,,,Mangalore,Kanpur,2049565,N,B,6,0,0,0,2561956
7911,27676,1,1,Analytics/BI,Team Lead,Automobile,I,Product Manager,Doctorate,Chemistry,Nagpur,2019,Chemistry,Nagpur,2015,,,,Lucknow,Nagpur,833250,N,C,3,0,0,0,958237
7912,16185,12,7,Engineering,Sales Manager,Others,H,Sr.Manager,PG,Mathematics,Surat,2002,Mathematics,Surat,2004,Mathematics,Guwahati,2008,Kanpur,Mangalore,1832302,Y,Key_Performer,6,6,1,0,2418638
7913,56157,19,18,Top Management,Senior Researcher,FMCG,K,,PG,Psychology,Nagpur,1994,Psychology,Nagpur,1996,Psychology,Bhubaneswar,2001,Nagpur,Surat,3222380,N,D,2,7,1,0,3853966
7914,14965,0,0,NA,NA,NA,NA,NA,Grad,Botony,Pune,2012,Botony,Pune,2014,Botony,Jaipur,2020,Bhubaneswar,Kanpur,0,N,NA,0,6,0,0,643007
7915,42154,10,5,Engineering,Consultant,Retail,P,Director,Grad,Mathematics,Ahmedabad,2002,Mathematics,Ahmedabad,2004,Others,Bangalore,2010,Delhi,Surat,1904471,Y,B,3,8,0,0,2437722
7916,11832,17,0,Sales,Others,Automobile,H,Research Analyst,Doctorate,Arts,Mumbai,2003,,,,,,,Nagpur,Delhi,2781267,N,Key_Performer,5,0,0,0,3754710
7917,48789,19,16,IT-Software,Bio statistician,IT,C,Consultant,Doctorate,Engineering,Bhubaneswar,1994,Engineering,Bhubaneswar,1996,Engineering,Bhubaneswar,2001,Chennai,Lucknow,2728831,Y,Key_Performer,5,5,0,0,3820363
7918,40724,20,16,Education,Project Manager,Training,C,Web Designer,PG,Engineering,Ahmedabad,1994,Engineering,Ahmedabad,1996,Engineering,Pune,2000,Guwahati,Kanpur,1621166,Y,Key_Performer,6,7,1,0,2139939
7919,43426,25,9,Education,Others,BFSI,E,Others,Under Grad,,,,,,,,,,Kanpur,Bangalore,2239939,N,C,3,8,2,0,2575929
7920,15210,10,0,Accounts,Analyst,Training,F,Manager,Under Grad,,,,,,,,,,Kanpur,Mumbai,1550716,Y,Key_Performer,5,7,1,0,2015930
7921,54437,21,8,Top Management,Project Manager,BFSI,D,Medical Officer,PG,Botony,Mumbai,1990,Botony,Mumbai,1992,Botony,Surat,1999,Jaipur,Mangalore,2253984,N,A,3,7,0,0,2930179
7922,22248,5,1,Marketing,,Aviation,M,Research Analyst,Grad,Chemistry,Mangalore,2009,Chemistry,Mangalore,2011,Others,Bangalore,2015,Pune,Kanpur,692049,N,C,4,8,2,0,795856
7923,50087,21,1,HR,Project Manager,Insurance,G,Manager,Grad,Botony,Jaipur,1991,Botony,Jaipur,1993,Botony,Ahmedabad,1999,Mumbai,Guwahati,2409762,Y,Key_Performer,4,7,0,0,3084495
7924,57201,12,6,,Head,Insurance,K,Research Analyst,Under Grad,,,,,,,,,,Bhubaneswar,Mangalore,1151011,N,D,2,1,0,1,1323662
7925,10580,3,1,Education,Project Manager,IT,N,Research Analyst,Grad,Botony,Guwahati,2017,,,,,,,Kanpur,Nagpur,548114,N,B,3,1,3,0,685142
7926,26967,2,0,Analytics/BI,Data scientist,FMCG,E,Sr.Manager,Under Grad,,,,,,,,,,Mumbai,Chennai,405922,Y,B,3,1,2,1,527698
7927,52906,1,1,Analytics/BI,Business Analyst,Aviation,G,Network Engineer,Under Grad,,,,,,,,,,Chennai,Pune,460380,N,B,3,0,2,0,575475
7928,33642,12,5,Banking,Analyst,FMCG,I,Web Designer,Grad,Engineering,Bhubaneswar,2002,Engineering,Bhubaneswar,2004,Engineering,Delhi,2008,Kanpur,Lucknow,1981133,N,B,2,5,3,0,2476416
7929,49109,21,21,Sales,Bio statistician,Training,A,Product Manager,Under Grad,,,,,,,,,,Nagpur,Chennai,2091588,N,B,6,0,1,0,2614485
7930,23528,14,5,Accounts,Head,Retail,P,Medical Officer,Grad,Chemistry,Kolkata,1999,Chemistry,Kolkata,2001,Chemistry,Lucknow,2006,Mumbai,Mangalore,1996339,Y,D,2,3,0,1,2350888
7931,25053,15,14,HR,Bio statistician,Aviation,L,CA,PG,Mathematics,Guwahati,1998,Mathematics,Guwahati,2000,Mathematics,Mumbai,2005,Nagpur,Jaipur,2138369,Y,Key_Performer,6,3,1,0,2822647
7932,21057,25,25,Healthcare,Project Manager,FMCG,L,Sr.Manager,Doctorate,Engineering,Nagpur,1987,Engineering,Nagpur,1989,Engineering,Bhubaneswar,1995,Surat,Jaipur,3341431,Y,Key_Performer,2,7,0,0,4678003
7933,47690,25,22,Banking,Project Manager,Telecom,J,Research Scientist,PG,Sociology,Delhi,1988,Sociology,Delhi,1990,Sociology,Ahmedabad,1995,Surat,Surat,2431323,N,C,6,6,1,0,2907862
7934,29610,19,15,Analytics/BI,Analyst,Analytics,J,Network Engineer,PG,Engineering,Lucknow,1992,Engineering,Lucknow,1994,Others,Bangalore,2001,Bangalore,Bhubaneswar,2738771,N,B,3,4,0,0,3560402
7935,26657,4,3,Marketing,Consultant,Automobile,K,,PG,Botony,Nagpur,2016,,,,,,,Bangalore,Delhi,908882,N,D,1,1,0,0,1087022
7936,33573,21,8,Analytics/BI,Senior Researcher,Training,L,Consultant,Grad,Zoology,Guwahati,1993,Zoology,Guwahati,1995,Zoology,Ahmedabad,1999,Kolkata,Lucknow,2761046,N,D,4,5,0,0,3175202
7937,22574,17,13,Top Management,Team Lead,Others,B,Research Scientist,PG,Psychology,Mumbai,1995,Psychology,Mumbai,1997,Psychology,Nagpur,2003,Chennai,Guwahati,3495034,Y,Key_Performer,5,8,0,0,4613444
7938,32092,13,5,Accounts,Others,Others,O,Marketing Manager,Doctorate,Engineering,Ahmedabad,1999,Engineering,Ahmedabad,2001,Engineering,Mangalore,2007,Lucknow,Lucknow,2033772,Y,B,6,4,0,0,2847280
7939,35634,10,3,Marketing,Business Analyst,Insurance,M,Sr.Manager,Under Grad,,,,,,,,,,Kolkata,Pune,1378110,N,A,6,3,3,0,1722637
7940,46569,14,5,HR,Senior Researcher,Telecom,K,Product Manager,Doctorate,Arts,Pune,2006,,,,,,,Guwahati,Guwahati,2390539,N,Key_Performer,2,0,0,0,3227227
7941,45014,9,6,Marketing,Sales Execituve,Telecom,L,,PG,Botony,Guwahati,2011,,,,,,,Guwahati,Pune,1286506,N,C,6,0,0,0,1538661
7942,38792,5,3,Others,Team Lead,Insurance,C,,Doctorate,Psychology,Mangalore,2008,Psychology,Mangalore,2010,Psychology,Mangalore,2015,Kolkata,Jaipur,1114157,N,B,2,5,0,0,1504111
7943,15443,0,0,NA,NA,NA,NA,NA,PG,Mathematics,Guwahati,2013,Mathematics,Guwahati,2015,Mathematics,Surat,2020,Ahmedabad,Nagpur,0,N,NA,0,8,2,0,617148
7944,11748,13,3,Education,Business Analyst,FMCG,K,HR,Doctorate,Engineering,Nagpur,2007,Engineering,Nagpur,2012,,,,Mangalore,Delhi,2268107,N,D,4,2,0,0,2816988
7945,40149,21,1,,Bio statistician,Analytics,D,Research Scientist,Doctorate,Sociology,Bangalore,1999,Others,Bangalore,2020,,,,Kanpur,Bhubaneswar,3534394,Y,Key_Performer,3,1,0,0,4948151
7946,50259,20,10,HR,Team Lead,Automobile,O,Research Scientist,PG,Arts,Ahmedabad,1994,Arts,Ahmedabad,1996,Arts,Bhubaneswar,2000,Bhubaneswar,Bangalore,3310481,N,B,6,8,0,0,4303625
7947,42389,7,2,Banking,Principal Analyst,FMCG,G,Assistant Manager,Under Grad,,,,,,,,,,Nagpur,Surat,888060,N,A,6,6,1,0,1154478
7948,29699,5,5,Marketing,Sales Manager,Telecom,O,CA,Grad,Economics,Delhi,2007,Economics,Delhi,2009,Economics,Surat,2015,Nagpur,Jaipur,589123,Y,D,3,5,0,0,693751
7949,55374,16,9,Banking,Team Lead,Insurance,G,Assistant Manager,Under Grad,,,,,,,,,,Delhi,Lucknow,1688047,N,C,4,1,5,0,1941254
7950,44707,10,0,Healthcare,CEO,Others,N,Product Manager,Doctorate,Botony,Delhi,2003,Botony,Delhi,2005,Others,Ahmedabad,2010,Jaipur,Bangalore,1672549,N,B,1,4,0,0,2257941
7951,54025,6,3,Others,Others,Telecom,C,Medical Officer,Grad,Sociology,Mangalore,2007,Sociology,Mangalore,2009,Sociology,Bhubaneswar,2014,Bangalore,Kanpur,1064383,N,A,1,5,0,0,1383697
7952,11136,24,0,Others,Bio statistician,Retail,D,Consultant,Under Grad,,,,,,,,,,Chennai,Surat,1793137,N,A,6,1,0,0,2241421
7953,35345,3,2,Engineering,Analyst,IT,F,CA,Under Grad,,,,,,,,,,Pune,Bhubaneswar,436593,N,B,3,4,0,0,545741
7954,50030,12,5,Engineering,Consultant,Aviation,J,Assistant Manager,Grad,Zoology,Mangalore,2008,Zoology,Mangalore,2015,,,,Lucknow,Chennai,1916643,N,A,5,1,2,0,2395803
7955,34708,14,11,Others,Business Analyst,Training,G,Data Analyst,PG,Engineering,Mumbai,2000,Engineering,Mumbai,2002,Engineering,Nagpur,2006,Guwahati,Ahmedabad,2151067,N,B,2,3,0,0,2796387
7956,12702,12,5,Banking,Senior Researcher,FMCG,M,Consultant,Grad,Psychology,Surat,2008,Psychology,Surat,2022,,,,Lucknow,Ahmedabad,1928757,N,B,5,1,0,0,2410946
7957,12104,24,7,Sales,Analyst,Telecom,F,Others,PG,Others,Bhubaneswar,1990,Chemistry,Bhubaneswar,1992,Economics,Guwahati,1996,Pune,Ahmedabad,3308945,N,D,3,7,1,0,3957498
7958,35906,1,0,Marketing,Associate,Training,J,Marketing Manager,Doctorate,Statistics,Ahmedabad,2019,Statistics,Ahmedabad,2022,,,,Bangalore,Mumbai,727967,N,B,3,1,0,0,960916
7959,41051,11,6,Analytics/BI,Consultant,BFSI,K,HR,Under Grad,,,,,,,,,,Pune,Bangalore,1188684,N,C,6,6,1,0,1366986
7960,18556,14,13,Sales,Project Manager,Others,N,Others,Grad,Arts,Nagpur,2006,Arts,Nagpur,2019,,,,Delhi,Pune,1996223,N,A,6,2,0,0,2495278
7961,40351,9,4,Education,Financial Analyst,Others,F,Data Analyst,Under Grad,,,,,,,,,,Surat,Kanpur,1121265,Y,B,6,7,0,0,1457644
7962,51372,1,1,Accounts,Business Analyst,Training,J,Software Developer,Under Grad,,,,,,,,,,Mumbai,Jaipur,540358,N,D,1,7,0,0,621411
7963,53877,16,16,Analytics/BI,Project Manager,BFSI,C,Product Manager,Under Grad,,,,,,,,,,Lucknow,Ahmedabad,2734294,N,D,2,0,1,0,3144438
7964,17484,20,7,IT-Software,CEO,FMCG,H,Product Manager,Doctorate,Others,Mangalore,1993,Psychology,Mangalore,1995,Chemistry,Mumbai,2000,Kanpur,Surat,2977488,Y,D,2,5,0,0,3835004
7965,25046,1,0,Marketing,,Retail,N,Software Developer,PG,Statistics,Lucknow,2010,Statistics,Lucknow,2012,Statistics,Lucknow,2019,Pune,Jaipur,500850,Y,C,2,4,0,0,622055
7966,10601,18,3,Marketing,Consultant,IT,I,Manager,PG,Mathematics,Lucknow,1993,Mathematics,Lucknow,1995,Mathematics,Pune,2002,Chennai,Surat,2511545,N,C,2,4,1,0,3003807
7967,36617,12,3,Banking,Project Manager,Retail,J,Sr.Manager,Doctorate,Mathematics,Guwahati,2008,Mathematics,Guwahati,2017,,,,Jaipur,Guwahati,2438894,N,A,3,1,0,0,3292506
7968,53120,13,11,,Business Analyst,Retail,P,Research Scientist,Doctorate,Arts,Mangalore,2007,Arts,Mangalore,2011,,,,Kolkata,Chennai,2310764,N,A,6,1,0,0,3119531
7969,22110,6,4,HR,Project Manager,Others,J,Web Designer,Doctorate,Engineering,Jaipur,2005,Engineering,Jaipur,2007,Others,Surat,2014,Mumbai,Chennai,1902558,N,D,4,6,0,0,2362977
7970,27966,5,4,Engineering,Business Analyst,Aviation,I,Marketing Manager,Doctorate,Sociology,Nagpur,2015,,,,,,,Surat,Lucknow,1215944,N,Key_Performer,4,0,0,0,1707185
7971,30625,25,5,HR,Head,IT,H,Consultant,PG,Zoology,Guwahati,1988,Zoology,Guwahati,1990,Zoology,Mangalore,1995,Guwahati,Mumbai,3349783,Y,Key_Performer,4,3,1,0,4421713
7972,46210,7,6,Sales,Principal Analyst,Analytics,M,Data Analyst,Grad,Economics,Pune,2005,Others,Pune,2007,Economics,Bhubaneswar,2013,Surat,Delhi,1317549,Y,C,6,6,4,0,1551545
7973,29696,8,1,Sales,Sales Execituve,Training,K,Director,Grad,Mathematics,Surat,2005,Mathematics,Surat,2007,Mathematics,Bhubaneswar,2012,Delhi,Ahmedabad,1491581,N,D,2,6,0,0,1715318
7974,17709,25,25,Top Management,Senior Analyst,Insurance,J,Sr.Manager,PG,Engineering,Bangalore,1988,Engineering,Bangalore,1990,Engineering,Jaipur,1995,Ahmedabad,Jaipur,3584041,Y,Key_Performer,2,4,2,0,4730934
7975,44974,1,1,Engineering,Associate,BFSI,N,Research Scientist,Doctorate,Psychology,Kolkata,2011,Psychology,Kolkata,2013,Psychology,Nagpur,2019,Delhi,Ahmedabad,710155,Y,B,1,3,0,0,923201
7976,47126,16,8,Healthcare,Financial Analyst,IT,G,Director,Doctorate,Others,Bangalore,1998,Economics,Bangalore,2000,Mathematics,Pune,2004,Surat,Pune,2910385,N,D,2,3,0,0,3614698
7977,26346,11,5,Top Management,Consultant,FMCG,A,Manager,Doctorate,Sociology,Ahmedabad,2003,Sociology,Ahmedabad,2005,Sociology,Pune,2009,Mangalore,Surat,1784162,Y,Key_Performer,3,4,0,0,2497826
7978,57502,11,9,Marketing,Senior Researcher,Analytics,M,,Grad,Arts,Bhubaneswar,2001,Arts,Bhubaneswar,2003,Arts,Delhi,2009,Bhubaneswar,Mangalore,1848016,Y,Key_Performer,4,6,0,0,2365460
7979,50084,14,12,Sales,Analyst,IT,M,Web Designer,Doctorate,Statistics,Mumbai,1999,Statistics,Mumbai,2001,Statistics,Jaipur,2006,Bangalore,Bangalore,1715784,N,B,6,6,0,0,2316308
7980,22547,24,5,Others,Others,Insurance,D,Others,Doctorate,Psychology,Mangalore,1990,Psychology,Mangalore,1992,Psychology,Bangalore,1996,Chennai,Guwahati,3961970,Y,Key_Performer,5,3,0,0,5546758
7981,34300,6,1,Education,Analyst,Insurance,L,CA,Doctorate,Statistics,Mangalore,2005,Statistics,Mangalore,2007,Statistics,Surat,2014,Delhi,Mangalore,1872007,Y,C,4,5,0,0,2411145
7982,40815,20,2,Others,Others,Retail,I,Research Analyst,PG,Economics,Pune,1992,Economics,Pune,1994,Economics,Jaipur,2000,Jaipur,Bhubaneswar,2398042,Y,B,4,4,1,0,3165415
7983,37469,25,16,Education,Others,Others,E,Research Analyst,Doctorate,Others,Surat,1989,Botony,Surat,1991,Sociology,Bangalore,1995,Ahmedabad,Kanpur,2647879,Y,C,4,7,0,0,3410468
7984,25943,20,11,IT-Software,Business Analyst,Training,M,Others,Under Grad,,,,,,,,,,Kolkata,Lucknow,2634192,Y,Key_Performer,5,7,2,0,3424449
7985,58879,22,5,IT-Software,CEO,FMCG,O,Others,Under Grad,,,,,,,,,,Delhi,Jaipur,1878842,N,A,3,6,5,1,2348552
7986,35196,5,5,Accounts,Financial Analyst,Automobile,L,Assistant Manager,PG,Others,Bhubaneswar,2009,Chemistry,Bhubaneswar,2011,Economics,Mumbai,2015,Chennai,Pune,536766,Y,B,3,6,0,0,708531
7987,55774,25,6,Banking,Sales Execituve,Insurance,O,Product Manager,PG,Sociology,Delhi,1995,Sociology,Delhi,2018,,,,Lucknow,Chennai,3465355,N,C,3,0,0,0,4144564
7988,46492,12,8,Marketing,Senior Researcher,Telecom,I,Data Analyst,Grad,Arts,Mangalore,2000,Arts,Mangalore,2002,Others,Bhubaneswar,2008,Delhi,Mangalore,1812140,N,C,5,6,3,0,2083961
7989,26658,3,3,,Project Manager,Insurance,B,Medical Officer,Grad,Psychology,Bangalore,2008,Psychology,Bangalore,2010,Psychology,Lucknow,2017,Bangalore,Bhubaneswar,510167,N,D,3,8,0,0,586692
7990,34968,0,0,NA,NA,NA,NA,NA,Doctorate,Botony,Lucknow,2011,Botony,Lucknow,2013,Botony,Lucknow,2020,Mangalore,Guwahati,0,N,NA,0,6,0,0,839498
